Algus,Kestus,Temperatuur,Pöördeid min,Kava,Veenäit enne,Veenäit pärast,Veekulu (l),kWh
2020.10.30 19:08:00,0:47,40,800,villapesu,314.815,,,0.29999999999999999
2020.10.31 16:12:59,0:47,30,800,käsipesu,314.91500000000002,,,1.5
2020.10.31 18:20:59,0:47,30,800,villapesu,314.96899999999999,315.01999999999998,5.0999999999987722,0.20000000000000001
2020.11.01 15:46:00,0:47,30,800,villapesu,315.03699999999998,,,0.40000000000000002
2020.11.05 13:34:00,1:00:00,30,400,"sünteetika, lisaloputus",315.27999999999997,315.34500000000003,6.500000000005457,0.59999999999999998
2020.11.05 20:16:59,0:54,30,400,sünteetika,315.34899999999999,,,0.20000000000000001
2020.11.06 16:34:00,0:47,30,800,villapesu,315.423,315.47699999999998,5.3999999999973625,0.40000000000000002
2020.11.06 18:20:00,3:09:00,60,1300,"puuvill, hygiene+",315.48000000000002,,,2.2000000000000002
2020.11.07 21:20:59,3:51:00,40,1300,puuvill,315.66399999999999,,,0.5
2020.11.12 13:38:59,0:47,30,800,villapesu,315.90199999999999,315.959,5.7000000000016371,0.5
2020.11.13 9:05:59,0:47,40,800,villapesu,316.00700000000001,316.05700000000002,5.0000000000011369,0.40000000000000002
2020.11.15 13:12:59,0:47,30,800,villapesu,316.161,,,0.40000000000000002
2020.11.15 15:14:00,0:54,40,400,sünteetika,,,,1.1000000000000001
2020.11.15 16:34:59,3:51:00,40,1300,puuvill,316.26799999999997,,,0.29999999999999999
2020.11.15 19:19:59,1:54:59,60,1000,"segakiud, hygiene+",316.29300000000001,316.31200000000001,1.9000000000005457,0.40000000000000002
2020.11.17 21:43:00,2:49:00,90,1300,"keedupesu, hygiene+",316.404,,,12.300000000000001
2020.11.19 2:33:59,0:47,40,800,villapesu,316.50999999999999,316.55799999999999,4.8000000000001819,0.29999999999999999
2020.11.20 1:08:00,0:47,30,800,käsipesu,,,,2.2000000000000002
2020.11.20 20:28:00,2:11:00,90,400,autoclean,316.67000000000002,,,0.5
2020.11.28 17:39:59,0:47,30,800,villapesu,317.05399999999997,317.11000000000001,5.6000000000040018,0.40000000000000002
2020.12.09 21:01:59,0:47,30,800,villapesu,317.60399999999998,317.661,5.7000000000016371,0.5
2021.1.24 13:18:59,3:51:00,40,1300,puuvill,,,,1.1000000000000001
2021.1.24 17:26:59,0:54:00,40,400,sünteetika,,,,1.1999999999999997
2021.1.24 19:15:59,0:48:00,40,800,villapesu,,,,1.1000000000000001
2021.1.26 14:57:00,0:54:00,40,400,sünteetika,319.83300000000003,319.88299999999998,4.9999999999954525,0.69999999999999996
2021.1.26 16:43:00,0:48:00,30,800,villapesu,319.88299999999998,319.935,5.2000000000020918,0.30000000000000004
2021.1.26 19:16:59,0:48:00,30,800,villapesu,319.93799999999999,,,0.19999999999999996
2021.1.30 21:33:59,1:54:59,40,1000,sünteetika,320.20999999999998,,,0.69999999999999996
2021.1.31 9:43:00,1:54:59,30,1000,sünteetika,320.25299999999999,320.30500000000001,5.2000000000020918,0.40000000000000002
2021.2.02 18:13:00,0:48:00,30,800,käsipesu,,,,0.69999999999999996
2021.2.07 17:03:00,3:51:00,60,1300,puuvill,320.69299999999998,,,1.6000000000000001
2021.2.10 17:20:59,0:48:00,40,800,villapesu,320.88799999999998,320.93700000000001,4.9000000000035016,1.1000000000000001
2021.2.11 17:06:59,1:54:59,40,1000,sünteetika,,,,0.90000000000000002
